Karonga;22.7
Nassau;22.5
Libreville;44.5
Palembang;19.6
Makassar;21.4
Boise;22.2
Ankara;27.2
Anchorage;3.1
Maun;26.8
Da Nang;24.9
Anadyr;-4.0
Valletta;47.5
Jacksonville;17.0
Ngaoundéré;23.4
Edinburgh;8.5
Rostov-on-Don;7.5
Tokyo;34.1
Bouaké;5.0
New York City;24.2
Almaty;23.3
Manila;18.6
Roseau;42.1
Hobart;-16.3
Barcelona;11.4
Batumi;14.3
Da Nang;22.8
Adelaide;30.2
Beijing;8.1
Kyoto;9.0
Sokoto;22.8
Dar es Salaam;24.0
Edinburgh;17.2
Charlotte;15.1
Conakry;36.1
Dodoma;21.7
Zanzibar City;40.0
Whitehorse;-13.3
Toluca;1.6
Ouarzazate;-1.1
Palermo;17.5
Maputo;20.2
Atlanta;18.8
Sydney;6.5
Reykjavík;6.4
Zürich;5.8
Moncton;-2.4
Garissa;38.0
Santo Domingo;30.1
Palembang;27.4
Luanda;36.2
Suwałki;19.9
Calgary;-0.4
Rostov-on-Don;3.4
Palembang;25.9
El Paso;28.2
Detroit;15.2
Harbin;24.3
Blantyre;16.6
Riyadh;33.5
Podgorica;19.8
Malé;25.4
Cotonou;28.9
Hobart;18.9
Roseau;34.1
Hargeisa;21.8
El Paso;21.6
Manama;14.8
Perth;11.4
Manila;19.5
Parakou;15.3
Mango;29.2
Libreville;14.4
Irkutsk;1.6
Wau;16.8
Yangon;19.1
Auckland;23.1
Zanzibar City;21.5
Guadalajara;33.7
Nouakchott;27.1
Mombasa;23.2
London;-3.7
Podgorica;26.4
Bilbao;19.0
Maun;8.6
Bosaso;26.1
Antananarivo;10.6
Pyongyang;13.9
Port Vila;22.7
Kuopio;-2.3
Atlanta;23.1
Oklahoma City;12.2
Mexico City;10.9
Sacramento;25.5
Veracruz;33.7
Cape Town;12.1
Rostov-on-Don;9.8
Nassau;32.3
Maputo;17.5
Beirut;12.3
Charlotte;22.9
Flores,  Petén;22.8
Valletta;20.2
Niigata;13.7
Hanoi;38.9
Yakutsk;4.7
Karachi;20.9
Lake Tekapo;10.7
Abha;31.6
Maun;21.1
Bissau;17.2
Tel Aviv;19.4
Douala;29.9
Zagreb;-8.6
Milwaukee;-17.8
Pointe-Noire;38.8
Ghanzi;29.5
Hanoi;16.6
Ouarzazate;28.8
Napoli;10.4
Boston;-6.3
Abéché;29.6
Alexandria;29.2
Bissau;42.1
Willemstad;19.6
Marrakesh;17.0
Charlotte;8.9
Tokyo;-7.1
Canberra;15.8
Napier;22.7
Changsha;18.3
Abha;21.8
San Antonio;27.6
Muscat;36.8
Dodoma;28.8
Aden;15.5
Yakutsk;3.2
Kingston;44.5
Nairobi;37.4
Lake Tekapo;5.4
Reggane;13.5
Hanoi;24.5
Memphis;30.3
Da Lat;17.5
La Ceiba;28.2
Saskatoon;7.1
Kuwait City;41.1
Toamasina;41.6
Milan;11.8
Dhaka;22.7
Lviv;3.5
İzmir;32.8
St. John's;10.6
Ndola;29.3
Mumbai;21.3
Lviv;8.3
Portland (OR);-3.5
Parakou;27.4
Baguio;17.8
Madrid;-0.5
Marrakesh;-3.8
İzmir;22.8
Maputo;25.7
Wrocław;8.7
Hamilton;19.2
Tabora;33.3
Odesa;6.3
Dhaka;31.8
Anadyr;-1.9
Bishkek;17.4
Lhasa;2.1
Praia;34.5
Wau;25.1
Niigata;-2.5
Fianarantsoa;24.0
Ségou;22.4
Antsiranana;11.3
Manama;23.0
Kansas City;7.1
Ghanzi;26.2
Dili;25.5
Melbourne;34.0
Sapporo;3.8
Mzuzu;27.9
Kuopio;15.5
Launceston;-4.5
Ouagadougou;34.2
Novosibirsk;-1.9
Lviv;3.0
Vienna;9.2
Palermo;13.7
Denpasar;49.6
Hobart;8.6
Ankara;26.0
Batumi;24.5
St. Louis;14.8
Maun;14.6
Harare;-2.7
Gabès;5.6
Lviv;9.9
Pittsburgh;8.3
Malé;-0.8
Wellington;-6.1
Muscat;40.8
Hiroshima;41.3
Palm Springs;12.1
Sacramento;25.1
Wrocław;-6.7
Port Moresby;17.2
Beirut;17.6
Split;14.5
Dhaka;18.8
Dar es Salaam;24.3
Mogadishu;23.3
Kuopio;5.7
Parakou;32.1
Ségou;28.1
Austin;7.6
Bissau;27.7
Dunedin;-2.7
San José;23.0
Johannesburg;18.4
Mandalay;49.1
Timbuktu;36.0
Da Lat;16.2
Rostov-on-Don;1.4
Yaoundé;36.0
Lake Havasu City;10.4
Iqaluit;-19.3
Halifax;9.1
Austin;9.5
Cabo San Lucas;31.1
Abha;14.8
Split;11.7
Alexandria;-3.8
Phoenix;27.8
Kandi;12.9
Ouarzazate;21.4
Bangui;33.6
Bata;36.2
Belize City;41.7
Johannesburg;-9.9
Houston;21.7
Tallinn;-9.0
Port-Gentil;35.2
Ouahigouya;19.0
Banjul;23.1
Iqaluit;-1.7
Praia;29.5
Ouarzazate;40.8
Chongqing;20.2
Banjul;7.7
Tehran;12.1
Seoul;27.5
Adelaide;14.0
Arkhangelsk;18.0
Sofia;12.6
Lviv;3.4
Harbin;-7.1
Toluca;18.3
Lusaka;13.7
Ouagadougou;30.1
Paris;18.6
Honiara;12.5
Darwin;26.5
George Town;19.8
Toluca;6.1
Chișinău;9.5
Yinchuan;4.7
Bissau;22.5
Austin;23.7
Marrakesh;27.3
Thessaloniki;6.0
Tunis;15.5
Mango;38.0
Sydney;7.9
Bujumbura;25.7
Ankara;31.9
Beijing;5.5
Mzuzu;15.9
Busan;21.2
Honiara;17.9
Sacramento;30.8
St. John's;2.2
Benghazi;26.0
Tijuana;24.8
Sokoto;25.2
Sochi;10.6
San Salvador;7.0
Lake Havasu City;13.9
Nairobi;10.6
Iqaluit;16.7
Colombo;48.7
Almaty;6.7
Chittagong;30.4
Montreal;13.7
Kankan;42.4
Lomé;20.7
Tbilisi;5.5
Lusaka;27.0
Kuwait City;31.4
Edmonton;16.8
Helsinki;7.9
Valletta;11.2
Bujumbura;27.2
Birao;7.5
Las Vegas;31.3
Lubumbashi;32.2
Napier;5.4
Garoua;23.5
Lake Havasu City;24.5
Warsaw;10.9
Kano;31.4
Nassau;-4.1
Nuuk;-1.9
Auckland;13.5
Bulawayo;24.5
San Francisco;7.1
Niigata;13.5
Kolkata;33.5
Los Angeles;28.5
Ghanzi;16.0
Blantyre;11.8
Wellington;11.9
Dakar;35.6
Edmonton;20.2
Rangpur;31.7
Seoul;25.3
Stockholm;16.7
Petropavlovsk-Kamchatsky;7.9
Naha;17.8
Hong Kong;-8.7
Karonga;19.0
Pointe-Noire;22.8
Saint Petersburg;10.1
Fukuoka;8.8
Dhaka;13.2
Abéché;29.2
Winnipeg;-9.8
Tegucigalpa;35.2
Fianarantsoa;35.1
Kingston;20.0
Tehran;7.9
Djibouti;34.9
Budapest;12.2
Port Vila;22.9
Sana'a;3.6
Fianarantsoa;21.1
El Paso;7.0
Abéché;24.8
Oslo;17.0
Kingston;23.5
Albuquerque;21.5
Skopje;17.2
Ljubljana;17.3
Tijuana;17.5
Darwin;46.4
Toamasina;11.0
Da Nang;28.0
Moncton;23.0
Madrid;25.9
Jerusalem;24.1
Harbin;-4.6
Palermo;20.9
Fairbanks;6.8
Makassar;25.8
Dhaka;26.4
Assab;28.3
Hargeisa;18.9
Veracruz;20.0
Warsaw;24.2
Baku;22.7
Jos;18.8
Algiers;31.4
Brazzaville;25.4
Moncton;-9.5
Iqaluit;-7.6
Split;13.0
Ghanzi;39.7
Alice Springs;29.0
Fukuoka;25.5
Mogadishu;28.9
Split;18.0
Saskatoon;18.9
Alice Springs;27.2
Irkutsk;10.8
Tehran;15.2
Naha;26.9
Maputo;34.6
Tehran;0.5
Praia;26.9
Zanzibar City;26.4
Mandalay;37.0
Anadyr;-18.6
Karonga;22.7
Christchurch;6.3
Muscat;37.3
Kuwait City;18.3
Kuopio;5.3
Berlin;12.1
Fairbanks;6.0
Saint-Pierre;-3.6
Thessaloniki;11.0
Bordeaux;-5.0
Honiara;23.3
Fukuoka;16.8
Wau;34.4
Nashville;12.2
Tallinn;11.2
Manama;33.0
Murmansk;-5.5
Blantyre;33.2
Napier;8.4
Chittagong;33.2
Port Sudan;8.4
Dallas;11.1
Beijing;-0.2
Madrid;18.9
Gabès;19.2
Alexandra;20.0
Blantyre;18.2
Beijing;0.1
Tel Aviv;23.6
Douala;24.3
Mogadishu;20.4
Palermo;10.5
Rabat;25.0
Busan;39.7
Dikson;15.4
Mandalay;23.5
Jacksonville;18.7
Vaduz;38.1
Tamanrasset;25.5
Mombasa;37.1
Saint Petersburg;14.2
Yellowknife;-0.1
Blantyre;9.0
Virginia Beach;29.8
Karachi;40.6
Toliara;20.9
Benghazi;19.2
Bordeaux;27.5
Tripoli;15.8
Da Nang;22.7
Charlotte;12.7
Brussels;-9.1
Anchorage;-8.7
Istanbul;27.6
Tampa;16.3
Phoenix;21.6
Harbin;-6.3
Lubumbashi;22.1
Dolisie;26.4
Boise;25.9
Monaco;13.3
Dili;22.3
Gjoa Haven;0.8
Baguio;11.5
Moscow;-5.0
Memphis;17.2
Vladivostok;10.2
Hanga Roa;31.9
Berlin;-7.4
İzmir;15.0
Ulaanbaatar;-5.6
Hat Yai;29.5
Dunedin;0.4
Philadelphia;25.7
Barcelona;12.3
Dikson;-1.9
Skopje;7.9
Jacksonville;22.9
Dili;31.5
Kyoto;2.9
Hobart;-7.4
Philadelphia;14.8
Toronto;12.9
Seoul;7.7
Tromsø;7.2
Mexico City;20.3
Chișinău;17.6
Chihuahua;27.1
Montreal;13.6
Durban;26.4
Zagreb;20.9
Edinburgh;5.5
Erzurum;14.8
Nashville;17.8
Kumasi;25.6
Fianarantsoa;28.9
Sokoto;30.4
Bangkok;33.5
Hamburg;-6.7
Dar es Salaam;21.1
Denpasar;30.9
Ottawa;12.3
Suva;38.7
Irkutsk;-12.7
Tabora;15.9
Rome;-7.0
Kabul;10.2
Copenhagen;11.4
Denver;26.5
Ouarzazate;21.0
N'Djamena;16.5
Ouagadougou;21.8
Guatemala City;26.0
Toronto;18.9
Cabo San Lucas;29.3
Kyiv;6.1
Lyon;10.1
Pittsburgh;9.3
Bloemfontein;12.4
Athens;29.2
Accra;19.6
Ankara;0.7
Boston;21.6
Dallas;26.0
Copenhagen;9.7
Dubai;30.3
Hiroshima;31.2
Gjoa Haven;-21.0
Malé;30.2
Tamanrasset;7.2
Calgary;-9.8
Rome;14.4
Jacksonville;17.7
Ulaanbaatar;-2.8
Brisbane;15.3
Bridgetown;38.2
Nouadhibou;8.3
Yakutsk;-6.2
Douala;41.4
Palmerston North;16.6
Port Moresby;30.0
Honiara;31.6
Nouadhibou;3.3
Jos;17.7
Valletta;39.4
Pittsburgh;-4.8
Adelaide;33.9
Harare;15.9
Port-Gentil;14.2
Las Palmas de Gran Canaria;29.5
Virginia Beach;19.5
Brisbane;32.8
Belgrade;24.6
Mexicali;29.5
Fresno;11.6
Malé;13.1
Fukuoka;18.8
Dhaka;41.6
Houston;32.3
Boston;14.6
Riga;1.5
Port Sudan;32.7
Cape Town;11.0
Tehran;7.0
Chiang Mai;34.3
Kankan;27.6
Ho Chi Minh City;26.5
Palmerston North;9.9
Dolisie;9.4
Ouahigouya;20.1
Brussels;11.0
Wau;28.8
London;17.6
Bouaké;27.7
Accra;28.1
Kankan;27.6
Helsinki;19.1
Monterrey;30.0
Lagos;27.3
Atlanta;9.5
Seville;17.7
Vladivostok;12.9
Salt Lake City;25.7
Birao;35.9
Kankan;12.5
Dallas;19.5
Fairbanks;9.4
Sokoto;23.3
San Diego;18.9
Ottawa;-9.0
Miami;7.9
Johannesburg;11.8
Ashgabat;19.7
Salt Lake City;7.0
Guatemala City;29.1
St. Louis;21.2
San Diego;24.1
Vancouver;8.5
Luanda;10.8
Batumi;13.1
New Orleans;11.5
Douala;9.9
Guatemala City;15.2
Tamale;47.4
Mahajanga;22.5
Cairo;13.6
Nakhon Ratchasima;29.8
Cotonou;17.2
Lake Havasu City;30.8
Warsaw;7.1
Tallinn;12.0
Bosaso;21.1
Assab;20.6
Batumi;13.8
Rome;16.9
Saint-Pierre;11.4
Baku;12.9
Panama City;30.0
Port Moresby;41.8
Luanda;16.8
Mzuzu;3.1
Odesa;13.3
Anadyr;-14.2
Kano;38.1
Christchurch;16.9
Dolisie;26.6
Lusaka;32.1
Addis Ababa;11.0
Sacramento;17.0
Benghazi;21.7
Toluca;10.2
Karonga;19.9
Honiara;28.5
Abéché;8.4
Stockholm;8.9
Kumasi;45.0
Rabat;27.0
İzmir;6.8
Marseille;9.1
Asmara;13.8
San Diego;28.7
Kathmandu;9.0
Milwaukee;2.0
Nouadhibou;6.6
Kinshasa;40.2
Kinshasa;42.5
Reggane;34.6
Niamey;19.4
Kunming;48.4
Gaborone;17.2
Mogadishu;28.5
Vienna;18.8
Bujumbura;32.8
Columbus;27.9
Miami;28.0
Praia;31.8
Halifax;10.2
Fukuoka;23.0
Zürich;2.4
Lusaka;44.1
Saint Petersburg;3.5
Cracow;3.8
Yellowknife;7.2
Monterrey;33.4
Boise;8.0
Novosibirsk;4.4
Napoli;19.5
Honolulu;23.6
Guadalajara;31.7
Washington, D.C.;17.1
Dakar;10.4
Changsha;0.2
Charlotte;-2.0
Heraklion;26.6
Ottawa;13.6
Louisville;11.0
Cabo San Lucas;26.6
Batumi;-0.4
Makassar;12.2
Moncton;16.4
Vienna;8.2
Tijuana;1.1
Saint-Pierre;13.2
Gjoa Haven;0.9
Baguio;8.5
Tel Aviv;2.1
Kathmandu;8.0
Columbus;4.1
Karonga;15.0
Napoli;20.9
Pretoria;27.8
Hat Yai;33.1
Heraklion;20.5
Nakhon Ratchasima;28.8
Villahermosa;16.3
Chittagong;13.0
Seoul;16.7
Port Moresby;14.5
Tripoli;10.7
Anadyr;-4.5
Bouaké;21.2
Kandi;27.9
Indianapolis;1.0
Tripoli;32.4
Denver;3.8
Honiara;34.2
Kuala Lumpur;27.9
Aden;32.0
Karonga;32.9
City of San Marino;23.4
Chihuahua;17.7
Guatemala City;11.4
Ho Chi Minh City;28.5
Karachi;27.3
Naha;25.2
Asmara;2.9
Saint Petersburg;-10.3
Brisbane;32.7
Dublin;18.2
Monterrey;38.6
Calgary;8.9
Nairobi;19.0
Erzurum;11.5
Vienna;4.3
Las Palmas de Gran Canaria;2.0
Kyoto;20.5
Bulawayo;18.6
Columbus;4.1
Novosibirsk;12.1
Tabriz;7.5
Managua;26.9
Bulawayo;27.5
Burnie;3.9
Copenhagen;22.3
Livingstone;31.1
Kuala Lumpur;32.5
Ottawa;7.9
Valletta;2.4
Abéché;38.9
Mombasa;32.5
Chittagong;10.3
Minsk;-17.0
Christchurch;15.7
Portland (OR);-11.0
Milan;9.7
Sokoto;28.9
Palmerston North;12.3
Belize City;20.1
Lyon;14.8
Blantyre;18.1
Karonga;40.3
Da Nang;53.9
Alexandra;16.9
Brazzaville;13.9
Novosibirsk;7.1
Harare;31.0
Mexico City;18.1
Bulawayo;23.0
Atlanta;35.9
Dodoma;20.7
Chișinău;11.4
Kingston;18.4
Ürümqi;2.7
Hat Yai;50.7
Lubumbashi;9.6
Lyon;-0.2
Pointe-Noire;39.7
Nuuk;0.3
Kankan;10.4
Luxembourg City;13.0
Albuquerque;4.3
Benghazi;39.9
Chiang Mai;30.5
Hargeisa;25.7
Nouadhibou;-3.0
Mango;29.9
Bishkek;10.3
San Diego;18.7
Nicosia;20.0
Atlanta;18.6
Bulawayo;15.4
Mandalay;36.6
Dublin;11.1
Panama City;28.4
Gaborone;23.8
N'Djamena;23.7
Budapest;16.9
Paris;26.1
Vienna;11.1
Vladivostok;-6.1
Valencia;16.7
El Paso;8.7
Luxembourg City;17.1
City of San Marino;17.6
Moscow;-3.1
St. John's;6.5
Split;4.9
Gabès;28.3
Tel Aviv;27.9
Veracruz;10.3
İzmir;5.2
Managua;9.8
Saint Petersburg;12.4
Budapest;5.6
Zanzibar City;13.2
Podgorica;16.6
Napoli;13.3
Kano;10.4
Sacramento;25.2
Ho Chi Minh City;20.6
Moscow;-7.7
Surabaya;35.3
Gagnoa;36.3
Ljubljana;19.2
Ndola;21.4
Nassau;24.1
Nakhon Ratchasima;19.1
Upington;26.9
Zanzibar City;37.7
Entebbe;28.3
Manama;12.1
Yaoundé;28.6
Algiers;21.0
Montreal;10.7
Nakhon Ratchasima;31.6
St. Louis;-0.5
Mango;33.6
Hamburg;2.4
Lahore;4.3
City of San Marino;-9.2
Winnipeg;3.8
Mzuzu;12.1
Calgary;14.8
Dublin;10.3
Kansas City;-1.9
Kabul;9.6
Albuquerque;23.0
Bata;10.9
Guatemala City;25.4
Conakry;35.5
Suva;46.8
Dallas;28.4
Almaty;6.2
Niigata;12.9
Karonga;23.2
Alexandria;18.5
Ankara;35.1
Nassau;18.4
Omaha;6.2
Pointe-Noire;30.2
Hargeisa;16.3
Zürich;12.0
San José;22.0
Lake Tekapo;5.6
Columbus;44.0
Chittagong;25.0
Calgary;-10.4
Mek'ele;21.4
Denpasar;12.3
Hamburg;4.6
Yaoundé;46.0
Sarajevo;4.1
Las Palmas de Gran Canaria;28.2
Wellington;11.4
Tallinn;6.0
Maputo;33.8
Rostov-on-Don;8.8
Budapest;7.4
Kyiv;20.6
Andorra la Vella;5.1
Erbil;20.4
Minneapolis;11.0
Kyiv;18.6
Canberra;31.8
City of San Marino;-1.9
Sacramento;25.2
Vancouver;14.0
Lhasa;5.9
Taipei;43.6
Jakarta;8.1
Sofia;23.3
Hobart;19.5
Halifax;-0.6
Belize City;19.4
Ankara;5.3
Odesa;7.7
Erbil;15.7
Dakar;9.9
Dallas;18.0
Niamey;40.4
Odienné;10.5
Saint Petersburg;17.6
Ürümqi;20.0
Ottawa;-4.3
Ouahigouya;21.9
Yellowknife;7.2
Dar es Salaam;36.5
Taipei;18.9
Kinshasa;23.0
Rangpur;25.2
Rangpur;43.0
Mandalay;2.3
Burnie;21.0
Djibouti;30.9
Toliara;24.5
Surabaya;34.6
Virginia Beach;9.5
Suva;24.0
Athens;18.1
Algiers;13.0
Jerusalem;13.3
Sofia;12.0
Sana'a;12.0
Thiès;40.0
Palembang;12.3
Albuquerque;7.9
Karachi;46.1
Mombasa;34.5
Riyadh;25.7
Dublin;25.3
Darwin;37.2
Willemstad;22.0
Erbil;18.9
Dili;49.1
Melbourne;14.5
Tirana;20.5
Marseille;-3.2
Hargeisa;16.9
Mexico City;13.9
Yangon;35.1
Rabat;9.7
Washington, D.C.;13.3
Djibouti;9.0
Nouakchott;14.3
Chihuahua;26.0
Sokoto;17.4
Bamako;32.6
St. Louis;2.6
Niamey;14.5
Las Vegas;39.3
Makurdi;26.3
San Salvador;32.8
Ankara;8.9
Cabo San Lucas;30.7
Astana;12.8
Benghazi;11.6
Parakou;31.3
Washington, D.C.;20.3
Cabo San Lucas;36.7
Maputo;10.5
Pontianak;26.0
San Juan;19.0
Xi'an;17.4
Roseau;5.9
Paris;22.3
Kingston;31.9
Christchurch;15.0
Vaduz;-12.9
Heraklion;18.8
Livingstone;24.9
Fairbanks;-8.5
Napier;-1.9
Ouagadougou;17.7
Bangkok;14.1
Mzuzu;21.8
Shanghai;19.1
Fianarantsoa;38.3
Guangzhou;13.6
Astana;5.1
Reggane;12.0
Port Sudan;30.6
Bloemfontein;23.8
Vaduz;7.6
Hat Yai;42.0
Madrid;5.4
Accra;41.6
Cape Town;23.7
Da Nang;32.8
Detroit;-0.9
Astana;-2.7
Tirana;1.9
Ürümqi;16.0
Warsaw;6.4
Tauranga;13.4
Berlin;14.4
Lusaka;18.1
Tamale;35.2
Jerusalem;3.4
Bangui;10.0
Blantyre;24.3
Nakhon Ratchasima;41.9
Thessaloniki;-5.7
Lodwar;28.8
Banjul;23.7
Harbin;12.0
Almaty;13.7
Da Nang;25.6
Gaborone;19.3
Detroit;13.2
Sokoto;24.7
Lisbon;16.4
Nuuk;22.6
Cotonou;46.9
Lhasa;14.2
Zagreb;17.9
San Antonio;35.7
Mogadishu;24.1
